Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Thyroid hormone signaling pathway,0.284995257602796,1.8873407794496795,0.0,0.007212905832802326,116,95,AKT1;MAP2K1;MAPK1;TP53;KRAS;HDAC2;RAF1;HIF1A;ATP1A3;PDPK1;ITGAV;RHEB;RXRA;CCND1;MED12;RXRG;PLCE1;SRC;NRAS;CTNNB1;MYC;SLC9A1;TBC1D4;NOTCH1;PRKCB;SIN3A;KAT2A;CREBBP;PRKACG;EP300;MTOR;PIK3CA;CASP9;ATP1A4;ACTB;PRKACB;ATP1A1;PLCB3;RCAN1;PRKCG;ATP2A2;BAD;ESR1;ATP1B2;NCOA2;GSK3B;PIK3CD;THRB;TSC2;ATP1B3;NCOA1;MAPK3;PIK3R3;HDAC3;MAP2K2;PLCG2;MED1;NCOA3;SLC2A1;PFKP;PLCB1;PLCG1;PRKACA;PFKFB2;PIK3R2;KAT2B;NOTCH2;ATP1B1;PRKCA;MED4;HRAS;SLC16A10;BMP4;FOXO1;ATP1B4;PIK3R1;PIK3CB;STAT1;AKT3;RXRB;HDAC1;THRA;MED14;SLCO1C1;MDM2;PLCD1;GATA4;ITGB3;AKT2;FXYD2;MED12L;MED13;SLC16A2;ACTG1;PLCB4,AKT1;MAP2K1;MAPK1;TP53;KRAS;HDAC2;RAF1;HIF1A;ATP1A3;PDPK1;ITGAV;RHEB;RXRA;CCND1;MED12;RXRG;PLCE1;SRC;NRAS;CTNNB1;MYC;SLC9A1;TBC1D4;NOTCH1;PRKCB;SIN3A;KAT2A;CREBBP;PRKACG;EP300;MTOR;PIK3CA;CASP9;ATP1A4;ACTB;PRKACB;ATP1A1;PLCB3;RCAN1;PRKCG;ATP2A2;BAD;ESR1;ATP1B2;NCOA2;GSK3B;PIK3CD;THRB;TSC2;ATP1B3;NCOA1;MAPK3
Fc gamma R-mediated phagocytosis,0.2836716288366058,1.8915914302302441,0.0,0.007222865658586365,91,72,AKT1;MAP2K1;MAPK1;CRKL;RAF1;ARPC1B;PLD2;SPHK1;PTPRC;PRKCE;NCF1;VAV3;INPPL1;WASL;RPS6KB2;HCK;DOCK2;PRKCD;PRKCB;ARF6;RAC1;CDC42;LIMK1;ARPC3;FCGR2A;PLA2G4A;PIK3CA;ASAP2;PRKCG;PIP5K1B;WASF3;RPS6KB1;PIP5K1A;CFL1;SYK;PIK3CD;LYN;BIN1;MAPK3;ASAP1;FCGR1A;PIK3R3;VAV1;MARCKS;PLCG2;FCGR3A;CRK;PLCG1;WAS;PIK3R2;INPP5D;PLA2G6;PRKCA;ARPC2;PIK3R1;FCGR2B;SPHK2;PLPP3;PIK3CB;PIP5K1C;LIMK2;PAK1;AKT3;GSN;ARPC4;LAT;ARPC1A;MYO10;ARPC5;AKT2;PLD1;GAB2,AKT1;MAP2K1;MAPK1;CRKL;RAF1;ARPC1B;PLD2;SPHK1;PTPRC;PRKCE;NCF1;VAV3;INPPL1;WASL;RPS6KB2;HCK;DOCK2;PRKCD;PRKCB;ARF6;RAC1;CDC42;LIMK1;ARPC3;FCGR2A;PLA2G4A;PIK3CA;ASAP2;PRKCG;PIP5K1B;WASF3;RPS6KB1;PIP5K1A;CFL1;SYK;PIK3CD;LYN;BIN1;MAPK3;ASAP1;FCGR1A;PIK3R3;VAV1;MARCKS;PLCG2;FCGR3A;CRK;PLCG1;WAS;PIK3R2;INPP5D;PLA2G6;PRKCA;ARPC2;PIK3R1;FCGR2B;SPHK2;PLPP3;PIK3CB;PIP5K1C;LIMK2;PAK1;AKT3;GSN
Allograft rejection,0.3781153274012802,1.8819611055016667,0.0,0.0072985079144093695,38,33,HLA-DRA;PRF1;HLA-DOA;CD28;HLA-DRB1;CD40LG;IL10;HLA-DRB4;FAS;IL12A;IL2;HLA-DMB;HLA-DMA;HLA-DPB1;CD40;IL12B;HLA-DQA2;HLA-DRB5;HLA-DOB;HLA-A;CD86;IL5;IL4;HLA-DQB1;FASLG;HLA-B;HLA-DPA1;HLA-DRB3;IFNG;HLA-DQA1;TNF;GZMB;CD80,HLA-DRA;PRF1;HLA-DOA;CD28;HLA-DRB1;CD40LG;IL10;HLA-DRB4;FAS;IL12A;IL2;HLA-DMB;HLA-DMA;HLA-DPB1;CD40;IL12B;HLA-DQA2;HLA-DRB5;HLA-DOB;HLA-A;CD86;IL5;IL4
Longevity regulating pathway,0.27696357401380517,1.8874964426911895,0.0,0.007311712762018796,102,85,AKT1;TP53;KRAS;HDAC2;SIRT1;RHEB;PPARG;SOD2;NRAS;RPS6KB2;ATF2;ADIPOR2;FOXO3;PRKAG3;NFKB1;SOD1;CREB3;PRKACG;ADCY1;CREB3L2;MTOR;EHMT1;CAMK4;PRKAB2;HSPA2;HSPA1A;CAT;ULK1;PIK3CA;PRKACB;EIF4E;STK11;CREB1;PRKAA2;HSPA1B;ADCY5;RPS6KB1;RELA;INS;BAX;ADCY9;PIK3CD;ATG5;TSC2;RPTOR;IGF1;ADCY7;PPARGC1A;PIK3R3;CAMKK2;PRKAB1;IRS1;HSPA8;PRKAG1;CREB3L4;PRKACA;PIK3R2;PRKAG2;ADIPOR1;ADCY2;SESN1;TSC1;AKT1S1;HRAS;ATF4;FOXO1;PIK3R1;PIK3CB;IGF1R;ADCY3;EHMT2;AKT3;HDAC1;PRKAA1;CREB3L1;ATF6B;FOXA2;AKT2;EIF4EBP1;IRS2;INSR;CLPB;CREB5;ADCY6;EIF4EBP2,AKT1;TP53;KRAS;HDAC2;SIRT1;RHEB;PPARG;SOD2;NRAS;RPS6KB2;ATF2;ADIPOR2;FOXO3;PRKAG3;NFKB1;SOD1;CREB3;PRKACG;ADCY1;CREB3L2;MTOR;EHMT1;CAMK4;PRKAB2;HSPA2;HSPA1A;CAT;ULK1;PIK3CA;PRKACB;EIF4E;STK11;CREB1;PRKAA2;HSPA1B;ADCY5;RPS6KB1;RELA;INS;BAX;ADCY9;PIK3CD;ATG5;TSC2;RPTOR;IGF1;ADCY7;PPARGC1A;PIK3R3;CAMKK2;PRKAB1;IRS1;HSPA8;PRKAG1;CREB3L4;PRKACA;PIK3R2;PRKAG2;ADIPOR1;ADCY2;SESN1;TSC1;AKT1S1;HRAS;ATF4;FOXO1;PIK3R1
Focal adhesion,0.25416933988855545,1.8943783167311807,0.0,0.007326049453709029,199,128,AKT1;MAP2K1;GRB2;BRAF;MAPK1;CRKL;RAF1;EGFR;ITGA6;ITGB1;PDGFRA;ITGB4;PDPK1;ITGAV;CCND1;CCND2;ITGB5;BCAR1;SRC;VAV3;BIRC3;CTNNB1;RHOA;PRKCB;MYLK4;RAC1;MYL9;ERBB2;ITGB8;CAV2;CDC42;SHC4;PTK2;ITGA1;SHC1;MAPK9;PPP1CA;SPP1;FLNB;COL1A2;MAPK8;PIK3CA;ACTB;THBS3;PRKCG;CCND3;ILK;LAMB2;FYN;ITGA3;JUN;BAD;VEGFC;MYLK2;BCL2;PAK4;ELK1;GSK3B;PIK3CD;ITGA2B;MAPK3;BIRC2;ITGA2;MET;PTEN;PDGFRB;FN1;COL4A4;IGF1;PAK3;RELN;PDGFC;PIK3R3;VAV1;FLT4;COL4A3;CRK;VEGFA;TNC;ITGB7;COL4A2;PARVG;ROCK1;PIK3R2;FLT1;ARHGAP35;ITGA4;PRKCA;HRAS;ITGA8;PXN;PIK3R1;RAC3;PIK3CB;PIP5K1C;IGF1R;LAMB3;PAK2;MYLK;PAK1;AKT3;COL4A5;XIAP;ACTN4;SOS2;CAV3;PGF;ACTN1;PPP1CC;CAV1;ROCK2;MYLK3;PDGFD;EGF;LAMB1;VEGFB;KDR;ITGB3;LAMA3;AKT2;ITGA11;RAP1A;SOS1;PAK5;THBS1;ACTG1;PAK6;MAPK10,AKT1;MAP2K1;GRB2;BRAF;MAPK1;CRKL;RAF1;EGFR;ITGA6;ITGB1;PDGFRA;ITGB4;PDPK1;ITGAV;CCND1;CCND2;ITGB5;BCAR1;SRC;VAV3;BIRC3;CTNNB1;RHOA;PRKCB;MYLK4;RAC1;MYL9;ERBB2;ITGB8;CAV2;CDC42;SHC4;PTK2;ITGA1;SHC1;MAPK9;PPP1CA;SPP1;FLNB;COL1A2;MAPK8;PIK3CA;ACTB;THBS3;PRKCG;CCND3;ILK;LAMB2;FYN;ITGA3;JUN;BAD;VEGFC;MYLK2;BCL2;PAK4;ELK1;GSK3B;PIK3CD;ITGA2B;MAPK3;BIRC2;ITGA2;MET;PTEN;PDGFRB;FN1;COL4A4;IGF1;PAK3;RELN;PDGFC;PIK3R3;VAV1;FLT4;COL4A3;CRK;VEGFA;TNC;ITGB7;COL4A2;PARVG;ROCK1;PIK3R2;FLT1
Chemokine signaling pathway,0.25365157583051007,1.878844035147674,0.0,0.007339641382194574,190,159,AKT1;MAP2K1;GRB2;BRAF;GNG4;MAPK1;KRAS;CRKL;RAF1;GNB4;CCL21;NCF1;CXCL5;GRK3;BCAR1;SRC;CXCL6;VAV3;GNG5;CCL3;XCR1;CCL23;WASL;NRAS;HCK;RHOA;DOCK2;CXCL9;CXCL1;XCL1;FOXO3;PRKCD;PRKCB;CXCL13;RAC1;CXCR4;GNAI3;CXCL3;CDC42;PF4;NFKB1;SHC4;PTK2;CCL20;PRKACG;SHC1;ADCY1;CCL7;GNG7;ELMO1;CXCL12;PIK3CA;CXCR1;GRK7;PRKACB;PLCB3;CCR7;GNB5;ADCY5;NFKBIB;GNG12;RELA;CCL17;CCL24;BAD;NFKBIA;ADCY9;STAT3;CCL19;GSK3B;PIK3CD;CCR6;LYN;GNG11;MAPK3;CCL1;CCL5;CXCL10;CCL8;CCR5;CXCL2;ADCY7;PIK3R6;CXCL11;GRK4;CCL4L2;PIK3R3;VAV1;IKBKG;GRK6;CX3CL1;GNAI2;CCL3L3;CCL4;STAT2;CCR3;CRK;PLCB1;WAS;PIK3CG;CXCR5;GNAI1;PRKACA;ROCK1;PIK3R2;PIK3R5;XCL2;GNB2;CCL22;ADCY2;JAK3;HRAS;CCL28;PXN;PIK3R1;RAC3;CCL11;GNGT2;FGR;PIK3CB;CHUK;PPBP;CCR2;STAT1;CCR4;ADCY3;GSK3A;CXCR3;PAK1;AKT3;CXCR2;TIAM1;ITK;SOS2;CCR9;CCR1;JAK2;RASGRP2;PRKCZ;ROCK2;CXCL8;CCL13;CCL18;CXCR6;ARRB1;GNB1;GRK2;IKBKB;AKT2;GRK5;STAT5B;PTK2B;CCL2;RAP1A;SOS1;GNG8;PLCB4;ADCY6;GRK1,AKT1;MAP2K1;GRB2;BRAF;GNG4;MAPK1;KRAS;CRKL;RAF1;GNB4;CCL21;NCF1;CXCL5;GRK3;BCAR1;SRC;CXCL6;VAV3;GNG5;CCL3;XCR1;CCL23;WASL;NRAS;HCK;RHOA;DOCK2;CXCL9;CXCL1;XCL1;FOXO3;PRKCD;PRKCB;CXCL13;RAC1;CXCR4;GNAI3;CXCL3;CDC42;PF4;NFKB1;SHC4;PTK2;CCL20;PRKACG;SHC1;ADCY1;CCL7;GNG7;ELMO1;CXCL12;PIK3CA;CXCR1;GRK7;PRKACB;PLCB3;CCR7;GNB5;ADCY5;NFKBIB;GNG12;RELA;CCL17;CCL24;BAD;NFKBIA;ADCY9;STAT3;CCL19;GSK3B;PIK3CD;CCR6;LYN;GNG11;MAPK3;CCL1;CCL5;CXCL10;CCL8;CCR5;CXCL2;ADCY7;PIK3R6;CXCL11;GRK4;CCL4L2;PIK3R3;VAV1;IKBKG;GRK6;CX3CL1;GNAI2;CCL3L3;CCL4;STAT2;CCR3;CRK;PLCB1;WAS;PIK3CG;CXCR5;GNAI1;PRKACA;ROCK1;PIK3R2;PIK3R5;XCL2
AGE-RAGE signaling pathway in diabetic complications,0.281569462641175,1.887731439579683,0.0,0.007413264328157945,100,89,AKT1;MAPK1;KRAS;TGFBR2;TGFB1;SMAD3;CDK4;PRKCE;CCND1;PLCE1;MAPK12;MAPK14;NRAS;SMAD4;PRKCD;PRKCB;RAC1;CDC42;NFKB1;CASP3;TGFB2;MAPK9;F3;MAPK13;COL1A2;MAPK8;PIK3CA;MAPK11;SERPINE1;EGR1;PLCB3;NFATC1;RELA;BAX;JUN;VCAM1;VEGFC;STAT3;BCL2;PIK3CD;PIM1;MAPK3;AGER;IL6;SMAD2;FN1;COL4A4;TGFB3;TGFBR1;PIK3R3;CYBB;THBD;PLCG2;COL4A3;ICAM1;CDKN1B;VEGFA;PLCB1;PLCG1;COL4A2;PIK3R2;STAT5A;NOX1;PRKCA;HRAS;AGTR1;FOXO1;PIK3R1;PIK3CB;SELE;STAT1;AKT3;COL4A5;EDN1;JAK2;TNF;PRKCZ;CXCL8;PLCD1;VEGFB;AGT;AKT2;MMP2;IL1B;STAT5B;CCL2;NOS3;PLCB4;MAPK10,AKT1;MAPK1;KRAS;TGFBR2;TGFB1;SMAD3;CDK4;PRKCE;CCND1;PLCE1;MAPK12;MAPK14;NRAS;SMAD4;PRKCD;PRKCB;RAC1;CDC42;NFKB1;CASP3;TGFB2;MAPK9;F3;MAPK13;COL1A2;MAPK8;PIK3CA;MAPK11;SERPINE1;EGR1;PLCB3;NFATC1;RELA;BAX;JUN;VCAM1;VEGFC;STAT3;BCL2;PIK3CD;PIM1;MAPK3;AGER;IL6;SMAD2;FN1;COL4A4;TGFB3;TGFBR1;PIK3R3;CYBB;THBD;PLCG2;COL4A3;ICAM1;CDKN1B;VEGFA;PLCB1;PLCG1;COL4A2;PIK3R2;STAT5A;NOX1
Epithelial cell signaling in Helicobacter pylori infection,0.31444237607836995,1.8982628921888314,0.0,0.007432224083472927,68,52,EGFR;SRC;MAPK12;MAPK14;CXCL1;ADAM17;ATP6V1C1;RAC1;IGSF5;CDC42;TCIRG1;NFKB1;ADAM10;CASP3;MAPK9;MAPK13;MAPK8;MAP2K4;CXCR1;MAPK11;CSK;RELA;ATP6V0B;JUN;HBEGF;NFKBIA;JAM3;LYN;MAP3K14;CCL5;MET;IKBKG;PLCG2;PLCG1;F11R;JAM2;ATP6V1A;ATP6V1D;NOD1;CHUK;PAK1;ATP6V1F;CXCR2;CXCL8;ATP6AP1;ATP6V0A1;IKBKB;ATP6V0C;PTPN11;TJP1;GIT1;MAPK10,EGFR;SRC;MAPK12;MAPK14;CXCL1;ADAM17;ATP6V1C1;RAC1;IGSF5;CDC42;TCIRG1;NFKB1;ADAM10;CASP3;MAPK9;MAPK13;MAPK8;MAP2K4;CXCR1;MAPK11;CSK;RELA;ATP6V0B;JUN;HBEGF;NFKBIA;JAM3;LYN;MAP3K14;CCL5;MET
Human cytomegalovirus infection,0.2397440944329811,1.9003539876219597,0.0,0.007541521496465176,225,197,AKT1;MAP2K1;GRB2;GNG4;MAPK1;TP53;PPP3CA;KRAS;CRKL;CALM2;RAF1;EGFR;GNB4;PDGFRA;ITGAV;NFATC3;RHEB;CDK4;CDK6;CCND1;PTGER3;ITPR1;BCAR1;TMEM173;SRC;MAPK12;CALM1;GNG5;MAPK14;CCL3;NRAS;B2M;CTNNB1;MYC;RPS6KB2;ATF2;RHOA;PPP3R1;PRKCB;NFATC2;RAC1;CXCR4;GNAI3;NFKB1;BID;CREB3;PTK2;CASP3;PRKACG;ADCY1;GNG7;FAS;CREB3L2;PTGER2;MTOR;FADD;CXCL12;PTGER1;MAPK13;IL10RB;IFNA1;CALR;PIK3CA;CASP9;PTGER4;MAPK11;IFNA2;PRKACB;E2F1;PLCB3;PRKCG;CREB1;NFATC1;IL1R1;GNB5;ADCY5;GNG12;RPS6KB1;RELA;BAX;JAK1;IFNA21;NFKBIA;ADCY9;STAT3;ELK1;NFATC4;TAP2;GSK3B;PIK3CD;MAP2K6;TSC2;HLA-A;GNG11;MAPK3;IL6R;TNFRSF1A;CDKN1A;IL6;GNAS;CCL5;IFNA7;RB1;CASP8;CCR5;ADCY7;CCL4L2;PIK3R3;IKBKG;CX3CL1;GNAI2;MAP2K2;IFNA16;CCL3L3;CCL4;CCR3;CRK;BAK1;VEGFA;CREB3L4;PLCB1;FASLG;GNAI1;PRKACA;ROCK1;IFNA10;PIK3R2;IRF3;GNB2;ADCY2;TBK1;HLA-B;IL10RA;TSC1;PRKCA;TRAF2;PPP3CC;HRAS;IFNB1;PXN;ATF4;PIK3R1;RAC3;GNGT2;PIK3CB;IFNA8;CALM3;CHUK;AKAP13;RIPK1;ADCY3;GNA12;PPP3R2;ITPR2;AKT3;CXCR2;PPP3CB;TRADD;GNA13;IFNA14;SOS2;CYCS;MDM2;E2F3;ARHGEF11;CCR1;ITPR3;TNF;CREB3L1;ROCK2;CXCL8;ATF6B;IFNA5;CALML6;PTGS2;IFNA17;ITGB3;GNB1;TAP1;IKBKB;AKT2;IFNA4;EIF4EBP1;IL1B;ARHGEF12;CDKN2A;TRAF5;GNA11;TAPBP;PTK2B;CCL2;GNAQ;SOS1;CREB5;GNG8;PLCB4;ADCY6,AKT1;MAP2K1;GRB2;GNG4;MAPK1;TP53;PPP3CA;KRAS;CRKL;CALM2;RAF1;EGFR;GNB4;PDGFRA;ITGAV;NFATC3;RHEB;CDK4;CDK6;CCND1;PTGER3;ITPR1;BCAR1;TMEM173;SRC;MAPK12;CALM1;GNG5;MAPK14;CCL3;NRAS;B2M;CTNNB1;MYC;RPS6KB2;ATF2;RHOA;PPP3R1;PRKCB;NFATC2;RAC1;CXCR4;GNAI3;NFKB1;BID;CREB3;PTK2;CASP3;PRKACG;ADCY1;GNG7;FAS;CREB3L2;PTGER2;MTOR;FADD;CXCL12;PTGER1;MAPK13;IL10RB;IFNA1;CALR;PIK3CA;CASP9;PTGER4;MAPK11;IFNA2;PRKACB;E2F1;PLCB3;PRKCG;CREB1;NFATC1;IL1R1;GNB5;ADCY5;GNG12;RPS6KB1;RELA;BAX;JAK1;IFNA21;NFKBIA;ADCY9;STAT3;ELK1;NFATC4;TAP2;GSK3B;PIK3CD;MAP2K6;TSC2;HLA-A;GNG11;MAPK3;IL6R;TNFRSF1A;CDKN1A;IL6;GNAS;CCL5;IFNA7;RB1;CASP8;CCR5;ADCY7;CCL4L2;PIK3R3;IKBKG;CX3CL1;GNAI2;MAP2K2;IFNA16;CCL3L3;CCL4;CCR3;CRK;BAK1;VEGFA;CREB3L4;PLCB1;FASLG;GNAI1;PRKACA;ROCK1;IFNA10;PIK3R2;IRF3
TNF signaling pathway,0.27534091713968845,1.873094892469037,0.0,0.0077822503354418255,110,104,AKT1;MAP2K1;MAPK1;RPS6KA4;CXCL5;NOD2;MAPK12;MAPK14;BIRC3;ATF2;TRAF3;CXCL1;CASP7;CXCL3;NFKB1;CREB3;CCL20;CASP3;TNFAIP3;MAPK9;JUNB;FAS;CREB3L2;MAP3K7;FADD;CASP10;MAPK13;MAPK8;MAP2K4;JAG1;PIK3CA;MAPK11;MAP3K5;CREB1;MAP2K3;RELA;LTA;IRF1;CSF2;JUN;VCAM1;VEGFC;NFKBIA;RPS6KA5;MAP3K8;PIK3CD;MAP2K6;CFLAR;IL18R1;MAPK3;BCL3;TAB2;TNFRSF1A;IL6;BIRC2;MAP3K14;CCL5;CXCL10;CASP8;IL15;CXCL2;PIK3R3;IKBKG;CX3CL1;ITCH;ICAM1;DNM1L;CREB3L4;SOCS3;LIF;PIK3R2;CSF1;CEBPB;MAP2K7;FOS;TRAF1;MLKL;TRAF2;IFNB1;ATF4;PIK3R1;MMP14;PIK3CB;SELE;CHUK;RIPK1;AKT3;TRADD;EDN1;TNF;TNFRSF1B;CREB3L1;RIPK3;ATF6B;PTGS2;TAB3;IKBKB;AKT2;IL1B;MMP9;TRAF5;CCL2;CREB5;MAPK10,AKT1;MAP2K1;MAPK1;RPS6KA4;CXCL5;NOD2;MAPK12;MAPK14;BIRC3;ATF2;TRAF3;CXCL1;CASP7;CXCL3;NFKB1;CREB3;CCL20;CASP3;TNFAIP3;MAPK9;JUNB;FAS;CREB3L2;MAP3K7;FADD;CASP10;MAPK13;MAPK8;MAP2K4;JAG1;PIK3CA;MAPK11;MAP3K5;CREB1;MAP2K3;RELA;LTA;IRF1;CSF2;JUN;VCAM1;VEGFC;NFKBIA;RPS6KA5;MAP3K8;PIK3CD;MAP2K6;CFLAR;IL18R1;MAPK3;BCL3;TAB2;TNFRSF1A;IL6;BIRC2;MAP3K14;CCL5;CXCL10;CASP8;IL15;CXCL2
Fatty acid degradation,0.3256589436261729,1.8698385464367269,0.011111111111111112,0.007948697418129144,44,34,ACADM;HADHA;HADH;ACAA1;ADH1B;ACSL6;ADH7;ADH1A;GCDH;ADH5;ALDH7A1;ACAT1;ACSL4;ALDH3A2;ALDH2;ACADSB;ALDH9A1;CYP4A11;ACSL1;CPT1A;ACAT2;HADHB;ACOX1;ECHS1;ADH1C;ADH6;ACAA2;ALDH1B1;EHHADH;CPT1B;ACSL3;ACADS;CPT2;ECI1,ACADM;HADHA;HADH;ACAA1;ADH1B;ACSL6;ADH7;ADH1A;GCDH;ADH5;ALDH7A1;ACAT1;ACSL4;ALDH3A2;ALDH2;ACADSB;ALDH9A1;CYP4A11;ACSL1
Long-term potentiation,0.3047381656299883,1.8621229753775768,0.010526315789473684,0.008503450258769408,67,59,MAP2K1;ARAF;BRAF;MAPK1;PPP3CA;KRAS;CALM2;RAF1;ITPR1;CALM1;GRIN2A;NRAS;GRIN2B;PPP3R1;PRKCB;CREBBP;PRKACG;ADCY1;PPP1CA;RPS6KA1;EP300;CAMK4;RPS6KA3;PRKACB;PLCB3;PRKCG;GRIN2C;CACNA1C;GRIN1;MAPK3;CAMK2A;GRIA2;MAP2K2;GRIA1;PLCB1;PRKACA;GRM5;GRIN2D;CAMK2G;PRKCA;PPP3CC;HRAS;ATF4;GRM1;CALM3;PPP3R2;ITPR2;PPP3CB;RPS6KA6;ITPR3;PPP1CC;CALML6;CAMK2D;GNAQ;RAP1A;RPS6KA2;PLCB4;RAPGEF3;CAMK2B,MAP2K1;ARAF;BRAF;MAPK1;PPP3CA;KRAS;CALM2;RAF1;ITPR1;CALM1;GRIN2A;NRAS;GRIN2B;PPP3R1;PRKCB;CREBBP;PRKACG;ADCY1;PPP1CA;RPS6KA1;EP300;CAMK4;RPS6KA3;PRKACB;PLCB3;PRKCG;GRIN2C
Fc epsilon RI signaling pathway,0.29365658927543953,1.854957040523048,0.010416666666666666,0.008700471812494372,68,59,AKT1;MAP2K1;GRB2;MAPK1;KRAS;RAF1;IL13;PDPK1;MAPK12;VAV3;MAPK14;NRAS;RAC1;MAPK9;MS4A2;MAPK13;MAPK8;PLA2G4A;MAP2K4;PIK3CA;MAPK11;MAP2K3;FYN;CSF2;FCER1A;JMJD7-PLA2G4B;SYK;PIK3CD;MAP2K6;LYN;MAPK3;IL5;IL4;ALOX5;PIK3R3;VAV1;MAP2K2;PLCG2;ALOX5AP;PLCG1;PIK3R2;INPP5D;MAP2K7;PRKCA;HRAS;BTK;PIK3R1;RAC3;PIK3CB;AKT3;SOS2;LAT;TNF;FCER1G;LCP2;AKT2;SOS1;GAB2;MAPK10,AKT1;MAP2K1;GRB2;MAPK1;KRAS;RAF1;IL13;PDPK1;MAPK12;VAV3;MAPK14;NRAS;RAC1;MAPK9;MS4A2;MAPK13;MAPK8;PLA2G4A;MAP2K4;PIK3CA;MAPK11;MAP2K3;FYN;CSF2;FCER1A;JMJD7-PLA2G4B;SYK;PIK3CD;MAP2K6;LYN;MAPK3;IL5;IL4;ALOX5;PIK3R3;VAV1;MAP2K2;PLCG2;ALOX5AP;PLCG1;PIK3R2;INPP5D;MAP2K7;PRKCA;HRAS;BTK;PIK3R1;RAC3
